Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
0.0016601206250732923,0.591013168196789,147.60837257081099,38.18634496848568,0.00042125262631301127,0.0006120328103463284,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,6.856075250041488,0.16876071379382554,1.0987554612335069,36.95599172211241,8.454598231878,11.438066372924103,177.2431197633214,338.7292556206168,2.02170378311251,0.0795256888750545,Pass
1.601748949193752,0.01505168518259049,0.03586444308520504,51.13032623794467,0.000909186710115283,0.0023970118945773385,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,0.00036216001495793494,11.649033468327413,0.0666707969280418,225.63294920295064,0.48185989724881617,20597.447821975264,3.7233298244465756,15.376190312516973,0.986973222618972,4.634376472595397,Fail
0.09803876379123562,69.23368455813713,0.08092025981807327,0.11226531985215142,0.000909186710115283,0.0019722902791430167,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,0.022200867930165437,0.0782128514136457,110.07968922563771,2.208138002602501,0.07352461913280617,236.079314275679,0.0641956103023279,0.5763016299340706,33.87579049416395,1.8137271575166176,Fail
18.181859744419278,0.047325070624370406,0.01806127728881444,1.098102095272251,0.000909186710115283,0.0023970118945773385,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,1.4590043079530661,0.38028102261979446,0.011491433342203225,0.6545169537655952,0.025871900893315418,176.94891511517594,0.029777220944842295,0.2467261219985666,27.11716521686684,0.08181887069208259,Fail
0.012085347983843812,0.00874865876682251,0.005508503989778583,524.3273958001754,0.000909186710115283,0.0023970118945773385,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,11.576646530853164,1.5556716506857131,38.61338614155886,0.260988734969036,0.009379593594139982,194.79803927476368,0.05505301373488097,0.014725195814068101,13.569707412364735,18.13849632550047,Fail
0.00406202055430456,14.556483073394563,0.7869449307467652,0.010545003039276732,0.000524810786039306,0.0016228242145990336,2286.523412877417,0.0354071712503914,0.593081227289144,1.0103849691130915,0.0015549773526896521,8.998939535158076,6.39271162327593,16.10747904884442,1.0160707710888042,86.06425772575399,0.5763796925121741,123.05748859324041,16.133884161988203,0.5985168129875573,Good
0.43844921773735285,1.2325588622180144,2.8826985032071546,0.6107569355843293,1.6006542121417073,0.4640371721967635,0.6008268954542136,17.85002139899382,0.051849507596843265,0.010191934435552328,10.690637297320576,0.03455654687948823,0.0009714842579951551,1.0212455116057986,1.7912919372974512,0.37731196901631975,0.03549281378147796,0.1466899319629917,41.285375533946784,5.985572288606817,Good
48159.917400879196,0.002986740908753548,14.863812554393691,0.06328729110841724,1.4340604431602009,0.31416229565592063,0.6008268954542136,17.85002139899382,0.051849507596843265,0.010191934435552328,0.05785130429255748,0.2550935081826137,0.09039487046346878,21.035514142447607,29.608629659608752,0.5814543556127546,0.6156087316821208,3.3211558810723796,0.013034491637248848,0.04503878007674437,Good
1.4566008280558527,52.38157831355846,20.62528279935016,366.0748305823325,1.4340604431602009,0.25849652360806447,0.6008268954542136,17.85002139899382,0.051849507596843265,0.010191934435552328,120.79184288867111,49.15163485594804,43.315937922008736,0.5812974676428729,0.753915528265232,0.6100760366855802,0.029777220944842295,0.0070334163505746785,3.3979961028473666,20.322889021663823,Pass
0.00010855766956008786,4.784653654894451,31.91667162657912,20.67238769898878,1.2848055120444446,0.17500723248384614,0.6008268954542136,17.85002139899382,0.051849507596843265,0.010191934435552328,0.0003056108339769017,0.020347982670173122,58.68101440665634,8.387914467112239,33.36251759807116,0.10817422244726176,1.3566192434790947,1.0814454969873784,0.05606047268556486,0.41359742000963545,Good
